"2018-05-28" "2018-05-29" "2018-06-08" "2018-06-20" "2018-06-25" "2018-06-26" "2018-06-27" "2018-06-28" "2018-07-02" "2018-07-03" "2018-07-07" "2018-07-18" "2018-07-20" "2018-07-22" "2018-07-23" "2018-07-24" "2018-07-30" "2018-07-31" "2018-08-11" "2018-08-19" "2018-08-22" "2018-09-08" "2018-09-13" "2018-09-17" "2016-08-22" "2016-08-28" "2016-09-01" "2017-05-15" "2017-05-17" "2017-06-06" "2017-06-22" "2017-06-21" "2017-06-27" "2017-06-28" "2017-07-05" "2017-07-08" "2017-07-14" "2017-07-18" "2017-07-20" "2017-07-29" "2017-07-30" "2017-07-31" "2017-08-05" "2017-08-07" "2017-08-21" "2017-08-31" "2017-09-06" "2017-09-14" "2017-09-16" "2017-09-17" "2017-09-08"
NA NA NA NA NA NA NA NA NA NA 18.7799999999992 NA NA NA NA NA NA NA 46.9499999999981 NA 21.9099999999991 NA 25.039999999999 25.039999999999 9.38999999999962 NA 18.7799999999992 21.9099999999991 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 18.7799999999992 31.2999999999987 NA NA
NA NA NA NA NA NA 6.25999999999974 NA NA NA 21.9099999999991 NA NA NA 6.25999999999974 NA NA NA NA NA 21.9099999999991 6.25999999999974 31.2999999999987 31.2999999999987 28.1699999999989 6.25999999999974 21.9099999999991 21.9099999999991 12.5199999999995 6.25999999999974 NA NA NA NA NA NA 6.25999999999974 6.25999999999974 NA NA NA NA NA NA NA NA NA 31.2999999999987 40.6899999999983 25.039999999999 15.6499999999994
NA NA NA NA NA 15.6499999999994 NA NA NA NA 18.7799999999992 NA NA NA NA NA NA NA NA 12.5199999999995 18.7799999999992 NA 18.7799999999992 21.9099999999991 NA NA 15.6499999999994 18.7799999999992 NA NA NA NA NA NA NA NA NA NA 12.5199999999995 NA NA NA NA NA NA NA 18.7799999999992 15.6499999999994 34.4299999999986 NA NA
NA NA NA NA NA NA NA NA NA NA 9.38999999999962 NA NA NA NA NA NA NA NA NA 9.38999999999962 NA 6.25999999999974 9.38999999999962 NA NA 9.38999999999962 15.6499999999994 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6.25999999999974 15.6499999999994 NA NA
9.38999999999962 3.12999999999987 NA NA 6.25999999999974 NA NA NA NA NA 18.7799999999992 NA NA NA NA 3.12999999999987 NA NA NA NA 15.6499999999994 NA 15.6499999999994 15.6499999999994 15.6499999999994 NA 15.6499999999994 15.6499999999994 NA NA NA NA NA NA NA NA NA NA NA 6.25999999999974 NA 6.25999999999974 NA NA NA NA NA 12.5199999999995 12.5199999999995 NA NA
NA NA NA NA 12.5199999999995 NA NA NA NA NA 18.7799999999992 NA NA NA NA NA NA NA NA NA 31.2999999999987 NA 31.2999999999987 31.2999999999987 28.1699999999989 NA 28.1699999999989 25.039999999999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 28.1699999999989 28.1699999999989 NA NA
NA NA NA NA NA NA NA NA NA NA 15.6499999999994 NA NA NA NA NA NA NA NA NA 18.7799999999992 NA 18.7799999999992 15.6499999999994 12.5199999999995 NA 15.6499999999994 18.7799999999992 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.5199999999995 21.9099999999991 NA NA
NA NA NA NA NA NA NA NA NA NA 18.7799999999992 NA NA NA NA NA NA NA NA NA 21.9099999999991 9.38999999999962 31.2999999999987 28.1699999999989 28.1699999999989 12.5199999999995 21.9099999999991 21.9099999999991 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 31.2999999999987 43.8199999999982 18.7799999999992 15.6499999999994
NA NA NA NA NA NA NA NA NA NA 15.6499999999994 NA NA NA NA NA NA NA 40.6899999999983 NA 18.7799999999992 NA 28.1699999999989 25.039999999999 25.039999999999 NA 21.9099999999991 25.039999999999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 31.2999999999987 31.2999999999987 NA NA
NA NA NA NA NA NA NA NA NA NA 12.5199999999995 NA NA NA NA NA NA NA NA 12.5199999999995 15.6499999999994 NA 15.6499999999994 18.7799999999992 NA NA 15.6499999999994 12.5199999999995 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.5199999999995 15.6499999999994 28.1699999999989 NA NA
