"2016-05-17" "2016-05-30" "2016-06-25" "2016-06-26" "2016-08-18" "2016-08-31" "2016-09-01" "2017-05-31" "2017-06-13" "2017-06-27" "2017-07-15" "2017-07-18" "2017-07-30" "2017-08-06" "2017-08-07" "2017-09-08" "2017-09-15" "2018-05-18" "2018-05-28" "2018-05-29" "2018-06-05" "2018-06-07" "2018-06-08" "2018-06-21" "2018-06-23" "2018-07-07" "2018-07-13" "2018-07-17" "2018-07-20" "2018-07-23" "2018-07-26" "2018-08-23" "2018-09-01" "2018-09-09" "2018-09-11" "2018-09-13"
"950" 651.4783299 557.8432395 0 546.1554102 0 743.9252413 743.9252413 580.9453386 546.1554102 0 536.5321167 0 616.1976246 657.3568035 830.1053199 864.0632316 890.8333897 716.4587067 541.7440501 0 546.1554102 543.6327643 555.9545254 543.6327643 541.7440501 519.8497135 813.5129957 536.5321167 0 0 536.5321167 0 0 869.7293741 878.2869729 621.421937
"951" 631.282273 549.6422666 0 541.1088866 0 740.75648 740.75648 575.8886606 541.1088866 0 531.4856655 0 596.0017611 630.8518965 823.148613 854.6045748 868.1339567 686.1859455 536.6975989 0 541.1088866 536.6975989 549.6422666 536.6975989 536.6975989 508.5044457 809.0436256 531.4856655 0 0 531.4856655 0 0 855.2374181 866.306662 601.2457538
"952" 597.7633168 539.6100331 0 535.8310106 0 725.8685225 725.8685225 564.3609388 535.8310106 0 526.2077896 0 563.0926775 588.1357852 801.6727547 845.3125794 845.4738264 648.4866874 531.419723 0 535.8310106 531.419723 539.6100331 531.419723 531.419723 501.160951 807.104874 526.2077896 0 0 526.2077896 0 0 848.6338177 854.9358004 581.6786541
"953" 575.0337017 530.7429621 0 530.7429621 0 705.6342226 705.6342226 555.4929259 530.7429621 0 521.1197411 0 546.0424309 563.5176008 778.2936569 825.6908347 817.6624752 616.2875312 526.3316745 0 530.7429621 526.3316745 530.7429621 526.3316745 526.3316745 496.0754176 791.0907383 521.1197411 0 0 517.9655337 0 0 833.4220307 835.3140557 564.6105108
"954" 568.6897704 525.6589873 0 525.6589873 0 682.8755566 682.8755566 549.7759136 525.6589873 0 516.6688038 0 545.366746 557.806707 768.7802164 802.3093338 792.1960495 597.3413277 521.2476997 0 525.6589873 521.2476997 525.6589873 521.2476997 521.2476997 490.9937638 776.1607388 516.6688038 0 0 508.4723998 0 0 811.9288818 811.2995173 549.4375007
"955" 566.2133691 520.8082735 0 520.8082735 0 651.6476653 651.6476653 542.2358152 520.8082735 0 514.5074747 0 541.9842296 558.0196904 759.8270763 785.4513396 781.6533119 590.1611399 516.3969859 0 520.8082735 516.3969859 520.8082735 516.3969859 516.3969859 486.1318403 801.4435282 514.5074747 0 0 501.8551868 0 0 795.0708876 791.7521385 534.5042311
"956" 558.9180679 517.0540775 0 517.0540775 0 640.5451274 640.5451274 530.9136814 517.0540775 0 514.1103544 0 535.188496 550.7243891 748.555717 775.5818424 772.7323222 583.3897126 515.1654357 0 517.0540775 515.1654357 517.0540775 515.1654357 515.1654357 484.8871081 839.0298786 515.1654357 0 0 497.5335585 0 0 784.1857515 777.4704841 520.2457046
"957" 555.7249109 515.6952008 0 514.7585539 0 630.3702129 630.3702129 522.623193 515.6952008 0 511.1893149 0 534.4551353 547.5447696 732.7822945 762.7355281 759.2550655 579.3087816 515.6952008 0 515.6952008 515.6952008 515.6952008 515.6952008 515.6952008 485.4019496 839.0298786 514.7585539 0 0 493.0843055 0 0 768.1924362 763.9088017 510.3554546
"958" 555.9564589 516.4200999 0 511.9925431 0 621.5108455 621.5108455 517.3323978 515.4438285 0 506.8553532 0 535.4561515 549.5220572 716.4469025 742.5182359 738.7545352 576.6506762 516.4200999 0 515.4438285 515.4438285 515.4438285 515.4438285 515.4438285 486.1074107 839.0298786 511.9925431 0 0 488.7503438 0 0 743.6793526 751.5509872 506.1851034
"959" 554.436048 517.048167 0 507.5663884 0 604.9803319 604.9803319 513.3625174 512.5447779 0 502.4291984 0 528.7700744 545.3483126 696.0007546 719.9402808 728.6863948 570.7203076 516.0333817 0 512.5447779 512.5447779 512.5447779 512.5447779 512.5447779 486.0245205 839.0298786 507.5663884 0 0 487.4783964 0 0 716.6914399 739.4460102 504.300838
"960" 548.417581 516.6846287 0 503.706358 0 583.3571678 583.3571678 512.0140518 508.0248461 0 497.9092667 0 516.7286375 534.2771683 665.18325 691.2651324 0 562.3013263 513.1582786 0 508.6847474 508.0248461 508.6847474 508.0248461 508.0248461 483.4442642 878.244855 503.0464567 0 0 488.0006613 0 0 688.2061361 718.4631444 505.0404184
"961" 538.7625716 513.6458193 0 501.6826442 0 570.5393246 570.5393246 512.4640175 503.4880317 0 492.633305 0 505.5211405 519.5269705 630.2987282 653.6407583 966.2132839 552.6463169 509.2522032 0 506.6610337 503.3796234 506.6610337 502.7488844 502.7488844 478.7859066 913.6011328 497.770495 0 0 487.1805835 0 0 658.0717875 687.6586356 511.6105233
"962" 532.8528386 508.5541239 0 498.5139076 0 542.038881 542.038881 511.8099192 498.5146722 0 485.4213435 0 497.2936478 509.2979762 592.6969909 619.7274575 960.3850134 540.5342835 507.454191 0 503.492297 497.627219 503.492297 495.2608865 494.4818416 473.6938242 913.6011328 489.5034522 0 0 483.8931301 0 0 634.0394587 661.7921777 525.0874338
"963" 527.7949049 504.1572818 0 494.4227805 0 524.0255425 524.0255425 509.3354477 493.4868981 0 479.4081342 0 489.7517161 503.5698211 563.0594654 595.5900995 944.3658523 530.2901851 507.4935888 0 498.464523 490.1644422 498.464523 488.3107418 485.0178277 469.2877039 913.6011328 480.9760852 0 0 479.4081342 0 0 619.2776428 644.9202603 544.9918009
"964" 522.73672 503.6451686 0 492.3496375 0 513.8739108 513.8739108 507.4227709 488.8991167 0 478.9029422 0 483.9115462 501.8053194 542.6030021 581.6898673 944.3658523 523.6787698 506.9814757 0 493.8767416 487.6552264 493.8767416 483.7229604 480.4300463 468.7825119 913.6011328 478.9029422 0 0 478.9029422 0 0 614.7118512 628.2124901 560.399433
"965" 518.4837681 503.6189536 0 492.3226499 0 513.5822006 513.5822006 509.4063149 487.3450251 0 478.8759546 0 484.870171 502.0942705 529.8582005 590.9980997 916.1795084 524.2049062 507.2704268 0 494.8353664 486.1011347 492.3226499 482.1688688 478.8759546 469.4550365 913.6011328 478.8759546 0 0 478.8759546 0 0 622.4434772 627.9838544 591.5206647
"966" 513.8044227 503.9931492 0 491.6808191 0 519.6801959 519.6801959 508.2530094 487.3630956 0 478.8940251 0 487.479288 502.4676024 528.3239437 614.6484154 897.3687486 524.2349564 507.6437587 0 496.1936257 486.1192052 491.6808191 482.1869393 478.8940251 472.5756281 909.7424341 478.8940251 0 0 478.8940251 0 0 643.5820791 644.799069 626.5568998
"967" 510.4543005 504.131802 0 490.8043763 0 550.728025 550.728025 504.9028872 488.9997534 0 481.2698302 0 491.6290465 504.2126685 526.4324054 643.7832188 889.8519004 520.8848342 508.6496776 0 495.3171829 487.8642713 490.8043763 484.5627444 481.2698302 479.2680803 0 481.2698302 0 0 481.2698302 0 0 667.7393815 677.8636706 661.1789795
"968" 507.2833709 505.7437488 0 490.4539356 0 573.7286682 573.7286682 502.0378081 490.4539356 0 486.0176956 0 494.9667422 505.0061418 524.5534424 665.4498584 873.6756898 517.3984749 506.9679411 0 494.9667422 490.0974983 490.4539356 488.5315649 486.0176956 483.5041644 0 486.0176956 0 0 486.0176956 0 0 681.0138327 704.5146598 688.6005745
"969" 504.3724853 508.5706534 0 488.2333031 0 578.8488754 578.8488754 497.4858179 489.7453294 0 489.5088113 0 492.101423 499.286587 516.6919241 665.9632672 860.791743 510.0858145 501.8805054 0 493.6134493 491.2904389 488.2333031 489.5088113 489.5088113 482.0406424 0 489.5088113 0 0 487.996785 0 0 676.6497404 697.3593095 684.4630555
"970" 504.4958299 507.6128551 0 487.3065066 0 574.1532222 574.1532222 497.4926104 489.8912293 0 489.1141398 0 491.1746266 496.7155209 513.1855195 655.4242887 886.9420596 507.5440007 499.8500107 0 493.7593493 489.1141398 487.3065066 489.1141398 489.1141398 480.5732745 0 489.1141398 0 0 486.5294171 0 0 661.100849 680.8768291 674.3295056
"971" 505.3972259 508.1850597 0 489.7856771 0 569.4025261 569.4025261 496.2386021 492.3703998 0 490.4860241 0 491.50004 494.3542264 509.762716 629.7022475 878.4181829 502.193631 498.5960023 0 494.0847627 490.4860241 489.7856771 490.4860241 490.4860241 481.9451588 986.7441147 490.4860241 0 0 487.9013014 0 0 640.2633574 655.4596941 649.4782596
"972" 508.7252863 508.4131037 0 492.8083234 0 565.1370186 565.1370186 497.614493 495.3930461 0 491.7593238 0 492.8083234 493.9131631 504.2396212 598.8685228 877.1990385 499.9718933 499.9718933 0 495.4606537 491.7593238 492.875931 491.7593238 491.7593238 483.2184584 986.7441147 491.7593238 0 0 489.174601 0 0 612.6238361 625.7081967 620.0645677
"973" 516.4564556 512.3834563 0 497.7843775 0 544.362864 544.362864 503.1905876 500.3691003 0 495.7296764 0 497.7843775 497.8835157 508.2099738 578.0633882 860.0557035 505.5479878 505.5479878 0 501.0367483 495.7296764 498.4520255 495.7296764 495.7296764 486.25065 986.7441147 495.7296764 0 0 493.1449537 0 0 589.6651091 597.2948067 590.568537
"974" 526.0460839 518.1034373 0 502.3299458 0 527.7183108 527.7183108 511.0988626 504.9146686 0 500.2752447 0 503.5381545 503.6372927 513.9299548 562.1623481 803.560024 513.4224668 513.4224668 0 508.9450233 500.2752447 505.1520918 501.4834534 501.4834534 490.593442 986.7441147 500.2752447 0 0 497.690522 0 0 573.3585164 572.378671 564.3090085
"975" 531.2473644 521.2852676 0 508.1062529 0 517.1783287 517.1783287 518.5562016 510.6909756 0 506.0515517 0 510.9279144 511.0270526 519.1650519 552.102267 803.560024 518.7251431 518.7251431 0 516.4023623 506.0515517 510.9959781 508.8732133 508.8732133 495.3227126 986.7441147 506.0515517 0 0 503.466829 0 0 562.2253288 559.6315807 548.7239499
"976" 540.8472261 530.7837128 0 517.6801884 0 514.4442182 514.4442182 529.4060716 520.6706639 0 512.1956457 0 523.991025 522.1134406 530.7837128 550.0712476 768.718532 529.4060716 527.4882925 0 525.3344532 510.0413125 522.4876926 518.0418222 520.6608156 500.9593441 986.7441147 510.0413125 0 0 513.2772826 0 0 560.1608453 555.2100393 546.4226189
"977" 548.8638134 535.6408496 0 525.2231045 0 514.5197583 514.5197583 536.2144341 527.1408836 0 514.9658435 0 533.147394 527.3758675 535.6408496 558.0879269 698.0072356 536.2144341 532.210148 0 532.210148 510.657424 532.1171158 523.3715813 529.2850596 500.9671201 986.7441147 510.657424 0 0 519.2742631 0 0 568.718343 566.9264935 556.1203768
"978" 555.8252461 534.7955697 0 524.987243 0 512.1294812 512.1294812 538.301962 527.0739958 0 513.6828525 0 534.7280006 528.5852397 538.3609164 568.6830828 663.1474369 538.301962 531.9742865 0 531.9742865 509.374433 532.2192019 522.0885904 535.40312 496.727088 0 509.374433 0 0 517.1886467 0 0 575.3071997 578.5687789 567.7626621
"979" 559.6884421 532.969754 0 522.6878192 0 508.181744 508.181744 538.0566059 525.2479339 0 511.3492158 0 532.9019386 527.4603661 542.7310686 578.6657694 619.7895006 538.0566059 529.6072551 0 529.6072551 507.0407962 529.8521705 519.7549536 540.9137646 491.8322258 0 507.0407962 0 0 512.6995231 0 0 579.4411345 588.5180708 576.8413064
"980" 557.1527551 529.4204619 0 516.5188176 0 502.0127423 502.0127423 533.1043791 520.8281451 0 504.0310881 0 528.5497523 520.8774149 545.3082468 580.7944989 615.8175309 533.1043791 522.9058154 0 522.9058154 499.7226686 523.1507309 512.5044284 542.2064966 483.3987772 0 499.7226686 0 0 503.2941704 0 0 578.4770528 591.1958859 580.9390431
"981" 554.5575267 529.714413 0 513.5838892 0 497.1931079 497.1931079 529.0295139 517.9608295 0 497.1915222 0 526.629385 519.0922732 545.9064553 579.1292355 606.5812756 532.2918301 520.9861073 0 518.8309502 492.8831026 520.2840743 508.4965168 544.2837345 478.2150341 0 492.8831026 0 0 498.6097615 0 0 577.5893363 589.3960561 584.158164
"982" 558.7771083 533.9001469 0 510.440603 0 491.8944997 491.8944997 528.6764322 517.175719 0 491.7914871 0 525.8367479 521.1226852 552.9152384 578.4661635 607.9146559 536.5114118 521.5036066 0 516.931108 487.4830676 519.997685 504.2046511 548.4694684 473.3543968 0 487.4830676 0 0 493.7760267 0 0 579.6140775 589.434559 590.3897671
"983" 558.3347016 530.0278477 0 504.5409068 0 488.2843879 488.2843879 524.4324459 512.0531695 0 483.8727911 0 520.8915472 517.4109256 554.8298485 571.0285922 601.4484665 537.1081541 520.2503008 0 512.9913246 481.7187048 515.0103042 495.4156911 546.2107454 467.4549425 0 481.7187048 0 0 483.8381661 0 0 572.6157234 584.6919134 587.6999973
"984" 559.2670756 531.4331319 0 498.1404361 0 488.1434333 488.1434333 522.3404076 509.8934542 0 479.9642357 0 521.223971 520.7000052 558.7947919 570.7529729 601.2068234 541.4025921 521.7907023 0 510.4261342 479.9642357 511.1695723 489.0827379 547.8863567 465.7679909 0 479.9642357 0 0 478.9835484 0 0 571.6390257 584.8894462 588.4043932
"985" 560.0315508 535.0187482 0 495.7516381 0 487.909051 487.909051 522.1996598 509.0848285 0 477.5751082 0 525.7644351 528.3244862 561.3754057 572.557089 602.1245869 549.1963764 526.1280891 0 509.7864823 477.5751082 512.346718 486.6936104 543.335166 464.1811594 0 477.5751082 0 0 479.5517915 0 0 575.6654144 586.2882927 591.9579849
"986" 560.0481125 537.3964451 0 494.2360901 0 488.0418163 488.0418163 520.4462061 507.1297082 0 476.7703004 0 530.4658638 536.2281594 561.561201 575.8315065 607.2133165 556.0761625 527.2988133 0 508.3047238 476.7703004 512.7149395 485.8888026 535.5223691 464.1889658 0 476.7703004 0 0 481.9752899 0 0 582.9120748 587.8467297 596.3384182
"987" 560.7171036 537.9238486 0 490.1269055 0 486.0189794 486.0189794 518.2198833 503.3576584 0 474.8159433 0 532.7501063 541.8164423 560.2024034 576.8358526 611.3502208 562.7273755 527.0919995 0 506.2142844 474.8159433 512.2378296 483.8668431 525.2274484 463.3504858 0 474.8159433 0 0 482.1081579 0 0 589.1631537 588.8839569 600.3661897
"988" 561.9192593 535.8664476 0 486.5180748 0 484.7002833 484.7002833 514.8124078 500.0866435 0 473.7011966 0 533.7854522 543.0544199 561.8781378 581.0691289 620.1515319 565.4753517 521.9347955 0 500.7881124 473.7011966 508.8303541 478.7122332 514.3931177 461.8982489 0 473.7011966 0 0 478.838254 0 0 595.710276 593.8508374 606.7093627
"989" 551.6202626 524.6889423 0 485.0264418 0 489.1992371 489.1992371 508.9509109 496.3382074 0 472.8527979 0 528.5662535 533.2972848 548.0127469 587.4459858 621.6165908 561.934531 515.2027176 0 496.473376 472.8527979 504.5156177 475.1422124 502.3454972 463.2051721 0 472.8527979 0 0 477.4235551 0 0 599.3993196 601.1734274 612.0118666
"990" 542.8712005 519.4374216 0 485.2239217 0 494.8112636 494.8112636 504.7047203 493.8407616 0 476.4212003 0 524.65792 528.0543139 537.312174 597.4990855 629.9795041 559.6047546 509.8836255 0 493.8407616 476.4212003 501.8830032 476.5563638 494.6104182 468.9278254 882.9136334 476.4212003 0 0 480.8567888 0 0 606.8926623 609.3340121 618.1533691
"991" 532.1856015 511.514688 0 486.7203958 0 501.7878564 501.7878564 500.4055976 491.0964803 475.3379302 479.6663525 0 517.8080467 519.4557626 526.8297812 603.9631259 632.295377 553.9939078 504.0385701 0 492.1012981 479.6663525 499.7380491 479.6663525 486.4173575 472.7816743 856.0623764 479.6663525 0 0 482.893917 0 0 611.4308395 614.2432112 622.5557049
"992" 532.0147253 512.1981455 0 487.7942501 0 513.2865957 513.2865957 505.4489836 492.5754394 489.5896046 485.0492028 0 516.3623785 519.6993347 525.5189134 605.7177253 630.4584186 555.7407374 502.8552543 0 494.7545352 485.0492028 500.2365412 485.0492028 486.5612197 476.82178 856.0623764 485.0492028 0 0 483.9677713 0 0 613.827089 616.7999735 619.3250637
"993" 536.0514661 514.2570005 0 490.9166408 0 526.8350668 526.8350668 515.0267794 497.8185385 497.5728642 490.6638469 0 518.852372 522.6628847 523.7088864 607.8548964 626.4033635 561.0618813 507.7271039 0 501.0706588 490.6638469 504.7026848 490.6638469 491.3395715 480.9575128 868.5528134 490.6638469 0 0 487.0901619 0 0 613.125573 621.3451259 619.0968974
"994" 544.2617085 522.5432637 0 498.9241611 0 539.9528718 539.9528718 526.8015509 504.8124487 500.2736939 497.590183 0 523.9626567 528.2461874 530.5760953 613.032755 626.7074465 569.6775678 514.9913101 0 508.064569 497.590183 510.0832654 497.590183 497.9956116 487.1827686 876.2164532 497.590183 0 0 495.0976823 0 0 619.3846158 628.6431191 619.3671934
"995" 546.6348666 525.8275357 0 506.0762491 0 550.3326063 550.3326063 533.0418869 511.5591081 500.4309938 504.6066555 0 524.7547388 528.1596757 534.0305823 620.8654755 631.1035581 572.8622417 520.3192769 0 514.8112284 504.6066555 514.8112284 504.6066555 504.6066555 492.2472326 869.7438622 504.6066555 0 0 503.6603239 0 0 627.412609 636.8146422 621.68421
