"2016-05-31" "2016-06-25" "2016-06-26" "2016-08-18" "2016-08-19" "2016-08-31" "2016-09-01" "2016-09-07" "2016-09-09" "2017-05-31" "2017-06-14" "2017-06-27" "2017-07-12" "2017-07-17" "2017-07-19" "2017-07-30" "2017-08-06" "2017-08-21" "2017-09-02" "2017-09-08" "2017-09-15" "2018-05-21" "2018-05-28" "2018-06-02" "2018-06-21" "2018-06-26" "2018-06-27" "2018-07-04" "2018-07-07" "2018-07-20" "2018-07-23" "2018-07-24" "2018-07-26" "2018-08-18" "2018-09-08" "2018-09-09" "2018-09-11" "2018-09-13"
"18" 35.1627409331043 38.9888950711968 38.9888950711968 53.2097993813098 53.2097993813098 25.9418322245431 25.9418322245431 43.8846118029133 43.8846118029133 40.9101142760444 29.3218727997985 39.3004504755916 23.1693664287442 39.3004504755916 41.9633925980657 39.3004504755916 39.3004504755916 40.6364358437653 41.2216696804392 41.2216696804392 43.8846118029133 45.0483901877053 47.7113323101793 43.8846118029133 40.9101142760444 39.7894970798891 NA NA 27.9041293246622 41.9633925980657 43.7993663600096 36.6265665636448 37.0689646433646 36.5944506290005 47.926597017678 40.721681286669 53.836481962379 47.7113323101793
"19" 44.2950120485692 40.5490146961469 40.5490146961469 56.9197162014494 56.9197162014494 29.0685532177744 29.0685532177744 49.8364658128778 49.8364658128778 44.8762656739606 32.6101691705769 40.9050780154553 31.027818438001 40.9050780154553 45.5092148350641 40.9050780154553 40.9050780154553 39.8369891202899 45.232328993269 45.232328993269 49.8364658128778 48.3435321813511 52.9476690009599 49.8364658128778 44.8762656739606 45.1563347008502 NA NA 29.1429026631864 45.5092148350641 45.4406393665411 41.5415569679995 45.1563347008502 41.5415569679995 50.1207704785688 47.0689656081574 56.9197162014494 52.9476690009599
"20" 48.1812699344675 43.7870897612951 43.7870897612951 57.7145480458162 57.7145480458162 34.5721810876472 34.5721810876472 53.074540878026 53.074540878026 48.1143407391088 35.8482442357251 44.1431530806035 40.3162521698844 44.1431530806035 48.7472899002123 44.1431530806035 44.1431530806035 38.1826844192991 48.4704040584172 48.4704040584172 53.074540878026 49.3160544417747 53.9201912613835 53.074540878026 48.1143407391088 48.3944097659984 NA NA 34.6465305330593 48.7472899002123 48.3944097659984 44.7796320331477 48.3944097659984 44.7796320331477 53.074540878026 53.1532047059353 58.789765569254 53.9201912613835
"21" 47.8149072629477 48.6213849889217 48.6213849889217 61.6331572950479 61.6331572950479 37.9728432708478 37.9728432708478 57.8388005106152 57.8388005106152 53.2346636910063 38.0471927162598 46.3421015611381 48.2661014414596 48.6213849889217 50.946238380747 48.6213849889217 48.6213849889217 38.3883771963211 52.9486359667355 52.9486359667355 55.2734893585607 53.2346636910063 57.8388005106152 57.8388005106152 50.6693525389519 52.8726416743166 NA NA 38.0471927162598 50.946238380747 52.8726416743166 46.9785805136823 52.8726416743166 49.2578639414659 57.8388005106152 59.6246923177662 62.5231146252433 57.8388005106152
"22" 41.6240914484203 49.2947181725927 49.2947181725927 64.5826387160928 64.5826387160928 38.3862623489923 38.3862623489923 60.7882819316601 60.7882819316601 56.1841451120513 38.4606117944043 44.7392865074351 49.2947181725927 49.2947181725927 49.343423327044 49.2947181725927 49.2947181725927 38.8017962744656 53.6219691504064 53.6219691504064 53.6706743048577 56.1841451120513 60.2170133544368 60.7882819316601 49.0665374852488 55.5622089898351 NA NA 38.4606117944043 49.343423327044 55.5622089898351 47.3919995918268 55.5622089898351 51.9474312569844 60.7882819316601 60.2623212153607 66.3605954099535 60.7882819316601
"23" 33.1095061908822 47.6572830900859 47.6572830900859 65.285036099347 65.285036099347 37.2144546817919 37.2144546817919 61.0636376481595 61.0636376481595 56.4595008285506 36.8256676906015 40.8331925702932 47.6572830900859 47.6572830900859 45.437329389902 48.0843247568408 47.6572830900859 37.1668521706628 51.9845340678997 51.9845340678997 49.7645803677158 56.4595008285506 58.223710216301 61.4906793149143 45.1604435481069 56.1959237406675 NA NA 36.8256676906015 45.2593953620875 56.1959237406675 45.757055488024 56.1959237406675 52.5811460078168 61.0636376481595 56.4985745004704 68.0502200617503 61.4906793149143
"24" 25.9329446895149 46.7551588991618 46.7551588991618 65.8887709532543 65.8887709532543 38.7983953067258 38.7983953067258 59.3849452350724 59.3849452350724 55.5573766376265 36.1334600781613 38.3646967255494 46.7551588991618 46.7551588991618 42.1922653229954 49.4646278329109 46.7551588991618 35.4116540907899 51.0824098769755 51.0824098769755 46.5195163008091 55.5573766376265 54.9786461493944 62.0944141688216 42.6919477033631 54.9099784744214 NA NA 36.1334600781613 39.4454817829166 54.9099784744214 44.288279653421 54.9099784744214 52.6787418270334 59.3849452350724 56.3466342954809 72.1763240607631 62.0944141688216
"25" 19.6659254209547 49.3804999588391 49.3804999588391 64.0961983422687 64.0961983422687 40.8416981692084 40.8416981692084 57.5478129999736 57.5478129999736 55.9870386060494 38.7101262826491 40.9900377852267 49.3804999588391 49.3804999588391 42.264705637651 53.6546140414161 49.3804999588391 33.2397404590015 51.5120718453984 51.5120718453984 44.6823840657102 55.9870386060494 52.8554073727956 61.8219270825506 42.8355031302861 52.7867396978227 NA NA 40.7039312437268 35.1011523631669 53.0728462393226 44.3962775242103 53.0728462393226 53.0728462393226 57.5478129999736 57.8762240443481 74.4608545836184 61.8219270825506
"26" 12.9858110149592 53.4033441133432 53.4033441133432 63.607774985584 63.607774985584 38.1794212666224 38.1794212666224 59.333660903007 59.333660903007 57.8783108739942 38.1794212666224 45.0128819397308 54.7515518089317 53.4033441133432 43.9053508419783 57.6774581959202 53.4033441133432 33.0323374831673 53.4033441133432 54.858694142356 46.4682319687436 59.333660903007 50.9091306615508 62.1524249565712 43.9053508419783 50.8404629865779 NA NA 42.4500008129655 35.0364487604915 53.4033441133432 43.9053508419783 53.4033441133432 53.4033441133432 59.333660903007 57.3951585013798 74.3211951966471 62.1524249565712
"27" 3.98651140702541 51.6154997696683 51.6154997696683 64.512677780093 64.512677780093 34.9074555629584 34.9074555629584 60.238563697516 60.238563697516 56.0904665303193 34.9074555629584 43.6516114001247 51.4084904712563 52.0420735737371 43.1128453744638 56.3161876563141 52.0420735737371 36.8479071161008 52.0420735737371 55.763596936865 46.9465609591839 59.8119898934472 46.2952348659205 60.791154416965 43.1128453744638 47.7817841849482 NA NA 39.3913220113359 34.243943292977 52.0420735737371 43.1128453744638 52.0420735737371 52.0420735737371 60.238563697516 55.0273234591904 75.0020779449868 60.791154416965
